Num,Hotel Name,Price,Rating,Comments Count,Address,Href
11,汉庭酒店(北京中关村白石桥店),¥579起,4.9,共1386条点评,中关村南大街31号中国空间技术研究院,https://www.ly.com/hotel/hoteldetail?hotelId=00101387&filterList=&inDate=2024-02-13&outDate=2024-02-16&traceToken=%7C%2a%7CcityId%3A101%7C%2a%7CqId%3Acb5920b9-6064-4635-aa6e-0c4661e368fa%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A101%7C%2a%7Cscene_ids%3A0%7C%2a%7Csmz%3AB%7C%2a%7Cbkt%3Ar3%7C%2a%7Cpos%3A0%7C%2a%7ChId%3A101387%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C&prc=293
12,格林豪泰(北京林萃路店),¥381起,4.8,共450条点评,东升镇马坊村观景园小区西侧底商(马坊新村二期A号公建)三、四、五层,https://www.ly.com/hotel/hoteldetail?hotelId=00101387&filterList=&inDate=2024-02-13&outDate=2024-02-16&traceToken=%7C%2a%7CcityId%3A101%7C%2a%7CqId%3Acb5920b9-6064-4635-aa6e-0c4661e368fa%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A101%7C%2a%7Cscene_ids%3A0%7C%2a%7Csmz%3AB%7C%2a%7Cbkt%3Ar3%7C%2a%7Cpos%3A0%7C%2a%7ChId%3A101387%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C&prc=293
13,7天优品酒店(北京清河永泰庄地铁站店),¥339起,4.8,共1527条点评,清河小营永泰庄北路甲6号,https://www.ly.com/hotel/hoteldetail?hotelId=00101387&filterList=&inDate=2024-02-13&outDate=2024-02-16&traceToken=%7C%2a%7CcityId%3A101%7C%2a%7CqId%3Acb5920b9-6064-4635-aa6e-0c4661e368fa%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A101%7C%2a%7Cscene_ids%3A0%7C%2a%7Csmz%3AB%7C%2a%7Cbkt%3Ar3%7C%2a%7Cpos%3A0%7C%2a%7ChId%3A101387%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C&prc=293
14,途客中国轻居酒店(首都机场店),¥345起,4.9,共137条点评,首都机场南路甲一号,https://www.ly.com/hotel/hoteldetail?hotelId=00101387&filterList=&inDate=2024-02-13&outDate=2024-02-16&traceToken=%7C%2a%7CcityId%3A101%7C%2a%7CqId%3Acb5920b9-6064-4635-aa6e-0c4661e368fa%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A101%7C%2a%7Cscene_ids%3A0%7C%2a%7Csmz%3AB%7C%2a%7Cbkt%3Ar3%7C%2a%7Cpos%3A0%7C%2a%7ChId%3A101387%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C&prc=293
15,如家酒店(北京西客站北广场店),¥499起,4.5,共1410条点评,莲花池东路120-2号6层,https://www.ly.com/hotel/hoteldetail?hotelId=00101387&filterList=&inDate=2024-02-13&outDate=2024-02-16&traceToken=%7C%2a%7CcityId%3A101%7C%2a%7CqId%3Acb5920b9-6064-4635-aa6e-0c4661e368fa%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A101%7C%2a%7Cscene_ids%3A0%7C%2a%7Csmz%3AB%7C%2a%7Cbkt%3Ar3%7C%2a%7Cpos%3A0%7C%2a%7ChId%3A101387%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C&prc=293
16,格林豪泰联盟酒店(北京西站北广场世纪坛医院),¥440起,4.6,共1981条点评,羊坊店路21号,https://www.ly.com/hotel/hoteldetail?hotelId=00101387&filterList=&inDate=2024-02-13&outDate=2024-02-16&traceToken=%7C%2a%7CcityId%3A101%7C%2a%7CqId%3Acb5920b9-6064-4635-aa6e-0c4661e368fa%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A101%7C%2a%7Cscene_ids%3A0%7C%2a%7Csmz%3AB%7C%2a%7Cbkt%3Ar3%7C%2a%7Cpos%3A0%7C%2a%7ChId%3A101387%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C&prc=293
17,7天连锁酒店(北京马甸桥德胜门外大街店),¥526起,4.4,共2052条点评,德胜门外大街2号,https://www.ly.com/hotel/hoteldetail?hotelId=00101387&filterList=&inDate=2024-02-13&outDate=2024-02-16&traceToken=%7C%2a%7CcityId%3A101%7C%2a%7CqId%3Acb5920b9-6064-4635-aa6e-0c4661e368fa%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A101%7C%2a%7Cscene_ids%3A0%7C%2a%7Csmz%3AB%7C%2a%7Cbkt%3Ar3%7C%2a%7Cpos%3A0%7C%2a%7ChId%3A101387%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C&prc=293
18,非繁城品酒店(北京中医药大学学术交流中心店),¥415起,4.4,共643条点评,北三环东路11号,https://www.ly.com/hotel/hoteldetail?hotelId=00101387&filterList=&inDate=2024-02-13&outDate=2024-02-16&traceToken=%7C%2a%7CcityId%3A101%7C%2a%7CqId%3Acb5920b9-6064-4635-aa6e-0c4661e368fa%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A101%7C%2a%7Cscene_ids%3A0%7C%2a%7Csmz%3AB%7C%2a%7Cbkt%3Ar3%7C%2a%7Cpos%3A0%7C%2a%7ChId%3A101387%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C&prc=293
19,如家酒店(北京上地安宁庄东路店),¥421起,4.8,共357条点评,清河小营安宁庄东路18号20号楼,https://www.ly.com/hotel/hoteldetail?hotelId=00101387&filterList=&inDate=2024-02-13&outDate=2024-02-16&traceToken=%7C%2a%7CcityId%3A101%7C%2a%7CqId%3Acb5920b9-6064-4635-aa6e-0c4661e368fa%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A101%7C%2a%7Cscene_ids%3A0%7C%2a%7Csmz%3AB%7C%2a%7Cbkt%3Ar3%7C%2a%7Cpos%3A0%7C%2a%7ChId%3A101387%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C&prc=293
20,北京前门青云阁酒店,¥735起,4.6,共1503条点评,前门大栅栏西街33号青云阁酒店,https://www.ly.com/hotel/hoteldetail?hotelId=00101387&filterList=&inDate=2024-02-13&outDate=2024-02-16&traceToken=%7C%2a%7CcityId%3A101%7C%2a%7CqId%3Acb5920b9-6064-4635-aa6e-0c4661e368fa%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A101%7C%2a%7Cscene_ids%3A0%7C%2a%7Csmz%3AB%7C%2a%7Cbkt%3Ar3%7C%2a%7Cpos%3A0%7C%2a%7ChId%3A101387%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C&prc=293
21,如家酒店(北京潘家园店),¥543起,4.8,共1838条点评,弘善家园304号,https://www.ly.com/hotel/hoteldetail?hotelId=90043448&filterList=&inDate=2024-02-13&outDate=2024-02-16&traceToken=%7C%2a%7CcityId%3A101%7C%2a%7CqId%3Acb5920b9-6064-4635-aa6e-0c4661e368fa%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A101%7C%2a%7Cscene_ids%3A0%7C%2a%7Csmz%3AB%7C%2a%7Cbkt%3Ar3%7C%2a%7Cpos%3A0%7C%2a%7ChId%3A90043448%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A1%7C%2a%7Cpage_size%3A20%7C%2a%7C&prc=543
22,这家儿酒店(石景山八角游乐园店),¥102起,4.8,共466条点评,鲁谷路136号1号楼紫御长安底商102-10,https://www.ly.com/hotel/hoteldetail?hotelId=90043448&filterList=&inDate=2024-02-13&outDate=2024-02-16&traceToken=%7C%2a%7CcityId%3A101%7C%2a%7CqId%3Acb5920b9-6064-4635-aa6e-0c4661e368fa%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A101%7C%2a%7Cscene_ids%3A0%7C%2a%7Csmz%3AB%7C%2a%7Cbkt%3Ar3%7C%2a%7Cpos%3A0%7C%2a%7ChId%3A90043448%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A1%7C%2a%7Cpage_size%3A20%7C%2a%7C&prc=543
23,IU酒店(北京科技大学北沙滩地铁站店),¥381起,4.8,共1657条点评,志新路11号,https://www.ly.com/hotel/hoteldetail?hotelId=90043448&filterList=&inDate=2024-02-13&outDate=2024-02-16&traceToken=%7C%2a%7CcityId%3A101%7C%2a%7CqId%3Acb5920b9-6064-4635-aa6e-0c4661e368fa%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A101%7C%2a%7Cscene_ids%3A0%7C%2a%7Csmz%3AB%7C%2a%7Cbkt%3Ar3%7C%2a%7Cpos%3A0%7C%2a%7ChId%3A90043448%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A1%7C%2a%7Cpage_size%3A20%7C%2a%7C&prc=543
24,汉庭酒店(北京水立方店),¥594起,4.9,共829条点评,裕民路3号1号楼,https://www.ly.com/hotel/hoteldetail?hotelId=90043448&filterList=&inDate=2024-02-13&outDate=2024-02-16&traceToken=%7C%2a%7CcityId%3A101%7C%2a%7CqId%3Acb5920b9-6064-4635-aa6e-0c4661e368fa%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A101%7C%2a%7Cscene_ids%3A0%7C%2a%7Csmz%3AB%7C%2a%7Cbkt%3Ar3%7C%2a%7Cpos%3A0%7C%2a%7ChId%3A90043448%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A1%7C%2a%7Cpage_size%3A20%7C%2a%7C&prc=543
25,如家酒店(北京上地安宁庄东路店),¥421起,4.8,共357条点评,清河小营安宁庄东路18号20号楼,https://www.ly.com/hotel/hoteldetail?hotelId=90043448&filterList=&inDate=2024-02-13&outDate=2024-02-16&traceToken=%7C%2a%7CcityId%3A101%7C%2a%7CqId%3Acb5920b9-6064-4635-aa6e-0c4661e368fa%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A101%7C%2a%7Cscene_ids%3A0%7C%2a%7Csmz%3AB%7C%2a%7Cbkt%3Ar3%7C%2a%7Cpos%3A0%7C%2a%7ChId%3A90043448%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A1%7C%2a%7Cpage_size%3A20%7C%2a%7C&prc=543
26,格林豪泰(北京云岗路店),¥246起,4.9,共347条点评,云岗路140号,https://www.ly.com/hotel/hoteldetail?hotelId=90043448&filterList=&inDate=2024-02-13&outDate=2024-02-16&traceToken=%7C%2a%7CcityId%3A101%7C%2a%7CqId%3Acb5920b9-6064-4635-aa6e-0c4661e368fa%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A101%7C%2a%7Cscene_ids%3A0%7C%2a%7Csmz%3AB%7C%2a%7Cbkt%3Ar3%7C%2a%7Cpos%3A0%7C%2a%7ChId%3A90043448%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A1%7C%2a%7Cpage_size%3A20%7C%2a%7C&prc=543
27,锦江之星酒店(北京酒仙桥电子城朝阳高铁站店),¥370起,4.8,共1162条点评,驼房营西里甲1号,https://www.ly.com/hotel/hoteldetail?hotelId=90043448&filterList=&inDate=2024-02-13&outDate=2024-02-16&traceToken=%7C%2a%7CcityId%3A101%7C%2a%7CqId%3Acb5920b9-6064-4635-aa6e-0c4661e368fa%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A101%7C%2a%7Cscene_ids%3A0%7C%2a%7Csmz%3AB%7C%2a%7Cbkt%3Ar3%7C%2a%7Cpos%3A0%7C%2a%7ChId%3A90043448%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A1%7C%2a%7Cpage_size%3A20%7C%2a%7C&prc=543
28,7天连锁酒店(北京国家会议中心北沙滩地铁站店),¥358起,4.4,共884条点评,北沙滩一号院中国农机院西门院内,https://www.ly.com/hotel/hoteldetail?hotelId=90043448&filterList=&inDate=2024-02-13&outDate=2024-02-16&traceToken=%7C%2a%7CcityId%3A101%7C%2a%7CqId%3Acb5920b9-6064-4635-aa6e-0c4661e368fa%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A101%7C%2a%7Cscene_ids%3A0%7C%2a%7Csmz%3AB%7C%2a%7Cbkt%3Ar3%7C%2a%7Cpos%3A0%7C%2a%7ChId%3A90043448%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A1%7C%2a%7Cpage_size%3A20%7C%2a%7C&prc=543
29,格林豪泰(北京朝阳区马泉营地铁站店),¥278起,4.8,共880条点评,马泉营西路旧货市场西门东行270米,https://www.ly.com/hotel/hoteldetail?hotelId=90043448&filterList=&inDate=2024-02-13&outDate=2024-02-16&traceToken=%7C%2a%7CcityId%3A101%7C%2a%7CqId%3Acb5920b9-6064-4635-aa6e-0c4661e368fa%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A101%7C%2a%7Cscene_ids%3A0%7C%2a%7Csmz%3AB%7C%2a%7Cbkt%3Ar3%7C%2a%7Cpos%3A0%7C%2a%7ChId%3A90043448%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A1%7C%2a%7Cpage_size%3A20%7C%2a%7C&prc=543
30,锦江之星(北京长椿街店),¥611起,4.7,共1240条点评,长椿街西里7号,https://www.ly.com/hotel/hoteldetail?hotelId=90043448&filterList=&inDate=2024-02-13&outDate=2024-02-16&traceToken=%7C%2a%7CcityId%3A101%7C%2a%7CqId%3Acb5920b9-6064-4635-aa6e-0c4661e368fa%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A101%7C%2a%7Cscene_ids%3A0%7C%2a%7Csmz%3AB%7C%2a%7Cbkt%3Ar3%7C%2a%7Cpos%3A0%7C%2a%7ChId%3A90043448%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A1%7C%2a%7Cpage_size%3A20%7C%2a%7C&prc=543
31,汉庭酒店(北京清河小营西路店),¥391起,4.8,共471条点评,阳光北里6幢,https://www.ly.com/hotel/hoteldetail?hotelId=90043448&filterList=&inDate=2024-02-13&outDate=2024-02-16&traceToken=%7C%2a%7CcityId%3A101%7C%2a%7CqId%3Acb5920b9-6064-4635-aa6e-0c4661e368fa%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A101%7C%2a%7Cscene_ids%3A0%7C%2a%7Csmz%3AB%7C%2a%7Cbkt%3Ar3%7C%2a%7Cpos%3A0%7C%2a%7ChId%3A90043448%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A1%7C%2a%7Cpage_size%3A20%7C%2a%7C&prc=543
32,布丁酒店(北京花乡桥新天坛医院店),¥117起,4.1,共826条点评,新村巴庄子路124号,https://www.ly.com/hotel/hoteldetail?hotelId=90043448&filterList=&inDate=2024-02-13&outDate=2024-02-16&traceToken=%7C%2a%7CcityId%3A101%7C%2a%7CqId%3Acb5920b9-6064-4635-aa6e-0c4661e368fa%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A101%7C%2a%7Cscene_ids%3A0%7C%2a%7Csmz%3AB%7C%2a%7Cbkt%3Ar3%7C%2a%7Cpos%3A0%7C%2a%7ChId%3A90043448%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A1%7C%2a%7Cpage_size%3A20%7C%2a%7C&prc=543
33,如家商旅酒店(北京上地清河地铁站店),¥446起,4.8,共271条点评,上地创业路11号,https://www.ly.com/hotel/hoteldetail?hotelId=90043448&filterList=&inDate=2024-02-13&outDate=2024-02-16&traceToken=%7C%2a%7CcityId%3A101%7C%2a%7CqId%3Acb5920b9-6064-4635-aa6e-0c4661e368fa%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A101%7C%2a%7Cscene_ids%3A0%7C%2a%7Csmz%3AB%7C%2a%7Cbkt%3Ar3%7C%2a%7Cpos%3A0%7C%2a%7ChId%3A90043448%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A1%7C%2a%7Cpage_size%3A20%7C%2a%7C&prc=543
34,海友酒店(北京国贸九龙山地铁站店),¥317起,4.9,共146条点评,广渠路28号甲217号楼,https://www.ly.com/hotel/hoteldetail?hotelId=90043448&filterList=&inDate=2024-02-13&outDate=2024-02-16&traceToken=%7C%2a%7CcityId%3A101%7C%2a%7CqId%3Acb5920b9-6064-4635-aa6e-0c4661e368fa%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A101%7C%2a%7Cscene_ids%3A0%7C%2a%7Csmz%3AB%7C%2a%7Cbkt%3Ar3%7C%2a%7Cpos%3A0%7C%2a%7ChId%3A90043448%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A1%7C%2a%7Cpage_size%3A20%7C%2a%7C&prc=543
35,7天连锁酒店(北京定慧寺五路居地铁站店),¥458起,4.7,共1937条点评,五孔桥56号一幢,https://www.ly.com/hotel/hoteldetail?hotelId=90043448&filterList=&inDate=2024-02-13&outDate=2024-02-16&traceToken=%7C%2a%7CcityId%3A101%7C%2a%7CqId%3Acb5920b9-6064-4635-aa6e-0c4661e368fa%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A101%7C%2a%7Cscene_ids%3A0%7C%2a%7Csmz%3AB%7C%2a%7Cbkt%3Ar3%7C%2a%7Cpos%3A0%7C%2a%7ChId%3A90043448%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A1%7C%2a%7Cpage_size%3A20%7C%2a%7C&prc=543
36,速8酒店(北京方庄地铁站肿瘤医院店),¥500起,4.6,共2059条点评,左安门外饮马井45号,https://www.ly.com/hotel/hoteldetail?hotelId=90043448&filterList=&inDate=2024-02-13&outDate=2024-02-16&traceToken=%7C%2a%7CcityId%3A101%7C%2a%7CqId%3Acb5920b9-6064-4635-aa6e-0c4661e368fa%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A101%7C%2a%7Cscene_ids%3A0%7C%2a%7Csmz%3AB%7C%2a%7Cbkt%3Ar3%7C%2a%7Cpos%3A0%7C%2a%7ChId%3A90043448%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A1%7C%2a%7Cpage_size%3A20%7C%2a%7C&prc=543
37,7天优品酒店(北京上地体育大学清河城铁站店),¥445起,4.8,共1371条点评,信息路38号,https://www.ly.com/hotel/hoteldetail?hotelId=90043448&filterList=&inDate=2024-02-13&outDate=2024-02-16&traceToken=%7C%2a%7CcityId%3A101%7C%2a%7CqId%3Acb5920b9-6064-4635-aa6e-0c4661e368fa%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A101%7C%2a%7Cscene_ids%3A0%7C%2a%7Csmz%3AB%7C%2a%7Cbkt%3Ar3%7C%2a%7Cpos%3A0%7C%2a%7ChId%3A90043448%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A1%7C%2a%7Cpage_size%3A20%7C%2a%7C&prc=543
38,如家酒店(北京水立方体育馆店),¥424起,4.5,共428条点评,南沙滩8号院,https://www.ly.com/hotel/hoteldetail?hotelId=90043448&filterList=&inDate=2024-02-13&outDate=2024-02-16&traceToken=%7C%2a%7CcityId%3A101%7C%2a%7CqId%3Acb5920b9-6064-4635-aa6e-0c4661e368fa%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A101%7C%2a%7Cscene_ids%3A0%7C%2a%7Csmz%3AB%7C%2a%7Cbkt%3Ar3%7C%2a%7Cpos%3A0%7C%2a%7ChId%3A90043448%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A1%7C%2a%7Cpage_size%3A20%7C%2a%7C&prc=543
39,汉庭酒店(北京五道口清华园店),¥437起,4.9,共431条点评,双清路14号院,https://www.ly.com/hotel/hoteldetail?hotelId=90043448&filterList=&inDate=2024-02-13&outDate=2024-02-16&traceToken=%7C%2a%7CcityId%3A101%7C%2a%7CqId%3Acb5920b9-6064-4635-aa6e-0c4661e368fa%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A101%7C%2a%7Cscene_ids%3A0%7C%2a%7Csmz%3AB%7C%2a%7Cbkt%3Ar3%7C%2a%7Cpos%3A0%7C%2a%7ChId%3A90043448%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A1%7C%2a%7Cpage_size%3A20%7C%2a%7C&prc=543
